Date,Website,Title,URL,Author,Description,image
2026-04-03T00:26:46.000Z,Silicon Angle,ZeroEyes expands AI-based threat detection into the physical realm to secure public spaces,https://siliconangle.com/2026/04/02/zeroeyes-expands-ai-based-threat-detection-physical-realm-secure-public-spaces/,,"ZeroEyes Inc., a startup that’s best known for its computer vision-based gun detection technology, is expanding its platform to spot people carrying knives and track suspects as it pushes to become a more comprehensive system for public safety. Today’s update transforms ZeroEyes from a niche threat detection tool into a full-fledged intelligence platform for physical […]",https://d15shllkswkct0.cloudfront.net/wp-content/blogs.dir/1/files/2026/04/Screenshot-from-2026-04-03-07-26-11.png
2026-04-03T00:25:06.000Z,Gizmodo,Artemis 2 Crew Become First Humans to Travel Beyond Earth Orbit Since the 1970s,https://gizmodo.com/artemis-2-crew-become-first-humans-to-travel-beyond-earth-orbit-since-the-1970s-2000741686,,The Orion spacecraft has successfully completed the translunar injection burn and departed low-Earth orbit.,https://gizmodo.com/app/uploads/2026/04/mission-control-during-TLI-1280x853.jpg
2026-04-03T00:24:00.000Z,Notebookcheck,Amazon announces April 2026 Luna lineup with 12 free games,https://www.notebookcheck.net/Amazon-announces-April-2026-Luna-lineup-with-12-free-games.1265181.0.html,,"Amazon has announced the next lineup of free games that Prime members can download and play this month. A total of 12 games are being added, and two of them are already available to claim.",https://www.notebookcheck.net/fileadmin/Notebooks/News/_nc5/Amazon-Luna-April-2026-free-games.jpg
2026-04-03T00:20:00.000Z,CNET,"Today's NYT Connections Hints, Answers and Help for April 3, #1027",https://www.cnet.com/tech/gaming/todays-nyt-connections-hints-answers-and-help-for-april-3-1027/,,Here are some hints and the answers for the NYT Connections puzzle for April 3 #1027,
2026-04-03T00:18:56.000Z,Digital Trends,Artemis II moon crew just entered most critical phase yet,https://www.digitaltrends.com/space/artemis-ii-moon-crew-just-entered-most-critical-phase-so-far/,,"NASA’s Artemis II crew got off to a great start on Wednesday when their Orion spacecraft reached Earth orbit following a spectacular launch from the Kennedy Space Center in Florida. After a day checking the spacecraft’s systems, NASA astronauts Reid Wiseman, Victor Glover, and Christina Koch, together with CSA (Canadian Space Agency) astronaut Jeremy Hansen, […]",https://www.digitaltrends.com/tachyon/2026/04/artemis-2-burn.jpg?resize=440%2C292
2026-04-03T00:17:00.000Z,BGR,Samsung's Latest Lineup Of Mini-LED TVs Puts An Emphasis On Value,https://www.bgr.com/2138117/samsung-latest-mini-led-tvs-emphasis-value/,,"Samsung has unveiled details and pricing for its latest line of Mini-LED TVs, including the more advanced quantum-equipped Neo QLED models.",https://www.bgr.com/img/gallery/samsungs-latest-lineup-of-mini-led-tvs-puts-an-emphasis-on-value/l-intro-1775066916.jpg
2026-04-03T00:16:35.000Z,Zdnet,"Brick vs. Bloom Card: I tested both for my screen addiction, and the winner depends on you",https://www.zdnet.com/article/bloom-card-review/,,This cheaper Brick alternative blocks distracting apps and adds its own unique features. There's just one catch.,
2026-04-03T00:15:00.000Z,Slashgear,The iPhone 17 Pro's Wallpaper Is Actually More Than Just An Abstract Design,https://www.slashgear.com/2133585/iphone-17-pro-wallpaper-hidden-message-all-new-apple-devices-have/,,"Apple's default iPhone wallpapers often do more than just look pretty, and the iPhone 17 Pro's background hides a design detail many users miss.",https://www.slashgear.com/img/gallery/the-iphone-17-pros-wallpaper-is-actually-more-than-just-an-abstract-design/l-intro-1774620002.jpg
2026-04-03T00:10:37.000Z,VentureBeat,"Arcee's new, open source Trinity-Large-Thinking is the rare, powerful U.S.-made AI model that enterprises can download and customize",https://venturebeat.com/technology/arcees-new-open-source-trinity-large-thinking-is-the-rare-powerful-u-s-made,,"The baton of open source AI models has been passed on between several companies over the years since ChatGPT debuted in late 2022, from Meta with its Llama family to Chinese labs like Qwen and z.ai. But lately, Chinese companies have started pivoting back towards proprietary models even as some U.S. labs like Cursor and Nvidia release their own variants of the Chinese models, leaving a question mark about who will originate this branch of technology going forward. One answer: Arcee, a San Francisco based lab, which this week released AI Trinity-Large-Thinking—a 399-billion parameter text-only reasoning model released under the uncompromisingly open Apache 2.0 license, allowing for full customizability and commercial usage by anyone from indie developers to large enterprises. The release represents more than just a new set of weights on AI code sharing community Hugging Face; it is a strategic bet that ""American Open Weights"" can provide a sovereign alternative to the increasingly closed or restricted frontier models of 2025. This move arrives precisely as enterprises express growing discomfort with relying on Chinese-based architectures for critical infrastructure, creating a demand for a domestic champion that Arcee intends to fill.As Clément Delangue, co-founder and CEO of Hugging Face, told VentureBeat in a direct message on X: ""The strength of the US has always been its startups so maybe they're the ones we should count on to lead in open-source AI. Arcee shows that it's possible!"" Genesis of a 30-person frontier labTo understand the weight of the Trinity release, one must understand the lab that built it. Based in San Francisco, Arcee AI is a lean team of only 30 people. While competitors like OpenAI and Google operate with thousands of engineers and multibillion-dollar compute budgets, Arcee has defined itself through what CTO Lucas Atkins calls ""engineering through constraint"".The company first made waves in 2024 after securing a $24 million Series A led by Emergence Capital, bringing its total capital to just under $50 million. In early 2026, the team took a massive risk: they committed $20 million—nearly half their total funding—to a single 33-day training run for Trinity Large. Utilizing a cluster of 2048 NVIDIA B300 Blackwell GPUs, which provided twice the speed of the previous Hopper generation, Arcee bet the company's future on the belief that developers needed a frontier model they could truly own. This ""back the company"" bet was a masterclass in capital efficiency, proving that a small, focused team could stand up a full pipeline and stabilize training without endless reserves.Engineering through extreme architectural constraintTrinity-Large-Thinking is noteworthy for the extreme sparsity of its attention mechanism. While the model houses 400 billion total parameters, its Mixture-of-Experts architecture means that only 1.56%, or 13 billion parameters, are active for any given token. This allows the model to possess the deep knowledge of a massive system while maintaining the inference speed and operational efficiency of a much smaller one—performing roughly 2 to 3 times faster than its peers on the same hardware. Training such a sparse model presented significant stability challenges. To prevent a few experts from becoming ""winners"" while others remained untrained ""dead weight,"" Arcee developed SMEBU, or Soft-clamped Momentum Expert Bias Updates. This mechanism ensures that experts are specialized and routed evenly across a general web corpus. The architecture also incorporates a hybrid approach, alternating local and global sliding window attention layers in a 3:1 ratio to maintain performance in long-context scenarios.The data curriculum and synthetic reasoningArcee’s partnership with fellow startup DatologyAI provided a curriculum of over 10 trillion curated tokens. However, the training corpus for the full-scale model was expanded to 20 trillion tokens, split evenly between curated web data and high-quality synthetic data. Unlike typical imitation-based synthetic data where a smaller model simply learns to mimic a larger one, DatologyAI utilized techniques to synthetically rewrite raw web text—such as Wikipedia articles or blogs—to condense the information. This process helped the model learn to reason over concepts and information rather than merely memorizing exact token strings. To ensure regulatory compliance, tremendous effort was invested in excluding copyrighted books and materials with unclear licensing, attracting enterprise customers who are wary of intellectual property risks associated with mainstream LLMs. This data-first approach allowed the model to scale cleanly while significantly improving performance on complex tasks like mathematics and multi-step agent tool use.The pivot from yappy chatbots to reasoning agentsThe defining feature of this official release is the transition from a standard ""instruct"" model to a ""reasoning"" model.By implementing a ""thinking"" phase prior to generating a response—similar to the internal loops found in the earlier Trinity-Mini—Arcee has addressed the primary criticism of its January ""Preview"" release. Early users of the Preview model had noted that it sometimes struggled with multi-step instructions in complex environments and could be ""underwhelming"" for agentic tasks.The ""Thinking"" update effectively bridges this gap, enabling what Arcee calls ""long-horizon agents"" that can maintain coherence across multi-turn tool calls without getting ""sloppy"". This reasoning process enables better context coherence and cleaner instruction following under constraint. This has direct implications for Maestro Reasoning, a 32B-parameter derivative of Trinity already being used in audit-focused industries to provide transparent ""thought-to-answer"" traces. The goal was to move beyond ""yappy"" or inefficient chatbots toward reliable, cheap, high-quality agents that stay stable across long-running loops.Geopolitics and the case for American open weightsThe significance of Arcee’s Apache 2.0 commitment is amplified by the retreat of its primary competitors from the open-weight frontier. Throughout 2025, Chinese research labs like Alibaba's Qwen and z.ai (aka Zhupai) set the pace for high-efficiency MoE architectures. However, as we enter 2026, those labs have begun to shift toward proprietary enterprise platforms and specialized subscriptions, signaling a move away from pure community growth. The fragmentation of these once-prolific teams, such as the departure of key technical leads from Alibaba's Qwen lab, has left a void at the high end of the open-weight market. In the United States, the movement has faced its own crisis. Meta’s Llama division notably retreated from the frontier landscape following the mixed reception of Llama 4 in April 2025, which faced reports of quality issues and benchmark manipulation.For developers who relied on the Llama 3 era of dominance, the lack of a current 400B+ open model created an urgent need for an alternative that Arcee has risen to fill.Benchmarks and how Arcee's Trinity-Large-Thinking stacks up to other U.S. frontier open source AI model offeringsTrinity-Large-Thinking’s performance on agent-specific evaluations establishes it as a legitimate frontier contender. On PinchBench, a critical metric for evaluating model capability on autonomous agentic tasks, Trinity achieved a score of 91.9, placing it just behind the proprietary market leader, Claude Opus 4.6 (93.3). This competitiveness is mirrored in IFBench, where Trinity’s score of 52.3 sits in a near-dead heat with Opus 4.6’s 53.1, indicating that the reasoning-first ""Thinking"" update has successfully addressed the instruction-following hurdles that challenged the model’s earlier preview phase.The model’s broader technical reasoning capabilities also place it at the high end of the current open-source market. It recorded a 96.3 on AIME25, matching the high-tier Kimi-K2.5 and outstripping other major competitors like GLM-5 (93.3) and MiniMax-M2.7 (80.0). While high-end coding benchmarks like SWE-bench Verified still show a lead for top-tier closed-source models—with Trinity scoring 63.2 against Opus 4.6’s 75.6—the massive delta in cost-per-token positions Trinity as the more viable sovereign infrastructure layer for enterprises looking to deploy these capabilities at production scale.When it comes to other U.S. open source frontier model offerings, OpenAI's gpt-oss tops out at 120 billion parameters, but there's also Google with Gemma (Gemma 4 was just released this week) and IBM's Granite family is also worth a mention, despite having lower benchmarks. Nvidia's Nemotron family is also notable, but is fine-tuned and post-trained Qwen variants.BenchmarkArcee Trinity-Largegpt-oss-120B (High)IBM Granite 4.0Google Gemma 4GPQA-D76.3%80.1%74.8%84.3%Tau2-Airline88.0%65.8%*68.3%76.9%PinchBench91.9%69.0% (IFBench)89.1%93.3%AIME2596.3%97.9%88.5%89.2%MMLU-Pro83.4%90.0% (MMLU)81.2%85.2%So how is an enterprise supposed to choose between all these?Arcee Trinity-Large-Thinking is the premier choice for organizations building autonomous agents; its sparse 400B architecture excels at ""thinking"" through multi-step logic, complex math, and long-horizon tool use. By activating only a fraction of its parameters, it provides a high-speed reasoning engine for developers who need GPT-4o-level planning capabilities within a cost-effective, open-source framework. Conversely, gpt-oss-120B serves as the optimal middle ground for enterprises that require high-reasoning performance but prioritize lower operational costs and deployment flexibility. Because it activates only 5.1B parameters per forward pass, it is uniquely suited for technical workloads like competitive code generation and advanced mathematical modeling that must run on limited hardware, such as a single H100 GPU. Its configurable reasoning effort—offering ""Low,"" ""Medium,"" and ""High"" modes—makes it the best fit for production environments where latency and accuracy must be balanced dynamically across different tasks.For broader, high-throughput applications, Google Gemma 4 and IBM Granite 4.0 serve as the primary backbones. Gemma 4 offers the highest ""intelligence density"" for general knowledge and scientific accuracy, making it the most versatile option for R&D and high-speed chat interfaces. Meanwhile, IBM Granite 4.0 is engineered for the ""all-day"" enterprise workload, utilizing a hybrid architecture that eliminates context bottlenecks for massive document processing. For businesses concerned with legal compliance and hardware efficiency, Granite remains the most reliable foundation for large-scale RAG and document analysis.Ownership as a feature for regulated industriesIn this climate, Arcee’s choice of the Apache 2.0 license is a deliberate act of differentiation. Unlike the restrictive community licenses used by some competitors, Apache 2.0 allows enterprises to truly own their intelligence stack without the ""black box"" biases of a general-purpose chat model. ""Developers and Enterprises need models they can inspect, post-train, host, distill, and own,"" Lucas Atkins noted in the launch announcement. This ownership is critical for the ""bitter lesson"" of training small models: you usually need to train a massive frontier model first to generate the high-quality synthetic data and logits required to build efficient student models.Furthermore, Arcee has released Trinity-Large-TrueBase, a raw 10-trillion-token checkpoint. TrueBase offers a rare, ""unspoiled"" look at foundational intelligence before instruction tuning and reinforcement learning are applied. For researchers in highly regulated industries like finance and defense, TrueBase allows for authentic audits and custom alignments starting from a clean slate.Community verdict and the future of distillationThe response from the developer community has been largely positive, reflecting the desire for more open weights, U.S.-made mdoels. On X, researchers highlighted the disruption, noting that the ""insanely cheap"" prices for a model of this size would be a boon for the agentic community. On open AI model inference website OpenRouter, Trinity-Large-Preview established itself as the #1 most used open model in the U.S., serving over 80.6 billion tokens on peak days like March 1, 2026. The proximity of Trinity-Large-Thinking to Claude Opus 4.6 on PinchBench—at 91.9 versus 93.3—is particularly striking when compared to the cost. At $0.90 per million output tokens, Trinity is approximately 96% cheaper than Opus 4.6, which costs $25 per million output tokens. Arcee’s strategy is now focused on bringing these pretraining and post-training lessons back down the stack. Much of the work that went into Trinity Large will now flow into the Mini and Nano models, refreshing the company's compact line with the distillation of frontier-level reasoning. As global labs pivot toward proprietary lock-in, Arcee has positioned Trinity as a sovereign infrastructure layer that developers can finally control and adapt for long-horizon agentic workflows.",https://images.ctfassets.net/jdtwqhzvc2n1/BU6IEd1qLpLq0z4wTsSFU/45efac43ec6d50536095a1ad3e2791bd/Gemini_Generated_Image_coxwn4coxwn4coxw.png?w=300&q=30
2026-04-03T00:10:00.000Z,Tech Radar,"HP unveils its most powerful PC ever with up to four Nvidia Blackwell GPUs, and I love its bizarre user-inspired tool-free side panel",https://www.techradar.com/pro/hp-unveils-its-most-powerful-pc-ever-with-up-to-four-nvidia-blackwell-gpus-and-i-love-its-bizarre-user-inspired-tool-free-side-panel,,"HP Z8 Fury G6i delivers extreme GPU, CPU, and memory performance with massive storage, expandability, and hybrid compute options.",https://cdn.mos.cms.futurecdn.net/bWXYpocYnu6qKEugJgghjB-1280-80.jpg
